platform,controller,trajectory,traj_double,traj_short,traj_spin,lookahead_time,time,traj_time,ref_time,comp_time,x,y,z,yaw,vx,vy,vz,x_ref,y_ref,z_ref,yaw_ref,vx_ref,vy_ref,vz_ref,p,q,r,throttle_input,p_input,q_input,r_input,cbf_v_throttle,cbf_v_p,cbf_v_q,cbf_v_r
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,21.9998,11.9852,13.1852,0.013097,0.314522,-0.431139,-3.5243,0.00216234,0.427353,0.263224,-0.0253789,0.590413,0.106828,-3,0,-0.103265,0.570719,0,-0.0222659,0.0420335,-0.00338329,0.729119,-0.0162707,0.0407705,-0.00345881,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,22.1,12.0873,13.2873,0.0112284,0.349786,-0.404464,-3.52637,0.00237943,0.40232,0.303218,-0.0257383,0.577008,0.164503,-3,0,-0.159016,0.557762,0,-0.0258249,0.0410207,-0.0031471,0.729081,-0.0203928,0.0397133,-0.00344157,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,22.1829,12.1815,13.3815,0.0112749,0.385533,-0.371999,-3.52832,0.00256516,0.371761,0.343873,-0.0257096,0.559667,0.216271,-3,0,-0.209057,0.540998,0,-0.0314416,0.0393738,-0.00345158,0.72906,-0.0264773,0.0378341,-0.00332235,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,22.2977,12.2853,13.4853,0.0109851,0.418059,-0.336462,-3.53016,0.00270659,0.337947,0.38047,-0.025887,0.535188,0.271244,-3,0,-0.262197,0.517337,0,-0.0381618,0.0338398,-0.00360672,0.729071,-0.0303388,0.0358872,-0.0032152,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,22.3918,12.3784,13.5784,0.0119086,0.444873,-0.301365,-3.53185,0.00279782,0.304666,0.410231,-0.0262185,0.508637,0.318258,-3,0,-0.307642,0.491671,0,-0.041324,0.0315218,-0.00440052,0.729088,-0.0319531,0.0344081,-0.00311504,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,22.4849,12.4834,13.6834,0.0116979,0.470386,-0.260468,-3.53416,0.00293605,0.265695,0.4384,-0.0266117,0.473758,0.368176,-3,0,-0.355895,0.457955,0,-0.0416732,0.0305568,-0.00229006,0.72912,-0.0328572,0.0325565,-0.00303396,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,22.5929,12.5783,13.7783,0.0130523,0.494554,-0.210219,-3.5371,0.00309127,0.216407,0.465634,-0.0274572,0.43804,0.410026,-3,0,-0.396349,0.423429,0,-0.0410605,0.0298534,-0.00284895,0.729096,-0.0325385,0.031143,-0.00300107,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,22.686,12.6846,13.8846,0.020392,0.509355,-0.169004,-3.53973,0.00324092,0.175698,0.483103,-0.0281133,0.393679,0.452788,-3,0,-0.437685,0.380547,0,-0.0408805,0.0262563,-0.00189115,0.729021,-0.0355223,0.0251359,-0.00292137,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,22.7808,12.7794,13.9794,0.0129155,0.521906,-0.118971,-3.54286,0.00334837,0.125508,0.499161,-0.0283584,0.350603,0.486906,-3,0,-0.470665,0.338908,0,-0.0421078,0.023225,-0.00318064,0.728999,-0.0366005,0.0218052,-0.00290249,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,22.8893,12.8878,14.0878,0.0124245,0.528254,-0.0726583,-3.54571,0.0034972,0.0772438,0.508481,-0.0285516,0.297736,0.520916,-3,0,-0.50354,0.287804,0,-0.0440301,0.0175799,-0.00322264,0.72893,-0.0383347,0.0152156,-0.00293522,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,22.9873,12.9858,14.1858,0.0120515,0.529669,-0.0261008,-3.54854,0.00361351,0.0278847,0.513564,-0.0284343,0.24712,0.546746,-3,0,-0.528509,0.238877,0,-0.046194,0.0106064,-0.00218405,0.728879,-0.0387863,0.00959182,-0.00302294,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,23.084,13.0826,14.2826,0.0133394,0.525494,0.0242831,-3.55129,0.00375605,-0.0264502,0.51442,-0.0283317,0.195,0.567429,-3,0,-0.548501,0.188495,0,-0.0450384,0.00534453,-0.00247913,0.728852,-0.0396367,0.00269037,-0.00318421,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,23.1819,13.1805,14.3805,0.0122679,0.516258,0.0703299,-3.5537,0.00384683,-0.0768936,0.510889,-0.0278588,0.140512,0.583315,-3,0,-0.563858,0.135825,0,-0.0432106,-0.00285439,-0.00218082,0.728851,-0.039763,-0.00279402,-0.00337396,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,23.3016,13.2884,14.4884,0.0117287,0.500219,0.119457,-3.55687,0.00391033,-0.1313,0.502402,-0.0279301,0.0790134,0.594775,-3,0,-0.574935,0.0763779,0,-0.0438033,-0.0103749,-0.00277576,0.728812,-0.040083,-0.00911954,-0.00360203,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,23.3735,13.372,14.572,0.0209808,0.478225,0.167255,-3.56018,0.00398031,-0.184399,0.489025,-0.0284825,0.0307105,0.599214,-3,0,-0.579226,0.0296861,0,-0.0420919,-0.0179704,-0.00415862,0.72877,-0.0403283,-0.0136617,-0.00381335,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,23.4786,13.4772,14.6772,0.0202718,0.453174,0.209497,-3.56333,0.00397157,-0.231233,0.472395,-0.0285996,-0.0302662,0.599236,-3,0,-0.579248,-0.0292566,0,-0.0416484,-0.022849,-0.00348036,0.72874,-0.0407163,-0.0174369,-0.00399807,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,23.5775,13.5761,14.7761,0.0163597,0.421943,0.252981,-3.56644,0.00396374,-0.278237,0.450405,-0.0285746,-0.0873161,0.593613,-3,0,-0.573812,-0.0844036,0,-0.0386179,-0.0277248,-0.00325086,0.728681,-0.0408067,-0.0235035,-0.00429212,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,23.679,13.6776,14.8776,0.0136303,0.389421,0.291097,-3.56908,0.00390326,-0.318174,0.426409,-0.0280345,-0.145058,0.582201,-3,0,-0.562781,-0.14022,0,-0.0403193,-0.0331869,-0.00370282,0.728663,-0.0409556,-0.0269333,-0.00450191,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,23.7792,13.7778,14.9778,0.0128402,0.350268,0.330092,-3.57151,0.003776,-0.357076,0.396984,-0.0271777,-0.200659,0.565452,-3,0,-0.546591,-0.193966,0,-0.0386818,-0.0358669,-0.00519878,0.728685,-0.0406516,-0.0300422,-0.00467755,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,23.894,13.8803,15.0803,0.0122742,0.32135,0.355437,-3.57307,0.00366885,-0.38144,0.374421,-0.0265303,-0.255602,0.542833,-3,0,-0.524726,-0.247077,0,-0.0372614,-0.0374069,-0.0048902,0.728739,-0.0402467,-0.0322266,-0.00477236,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,23.9912,13.9898,15.1898,0.0112872,0.267437,0.396145,-3.57533,0.00342126,-0.418034,0.329794,-0.0261057,-0.311538,0.512781,-3,0,-0.495676,-0.301146,0,-0.0363772,-0.0398253,-0.00467571,0.72886,-0.03945,-0.0328463,-0.00475526,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,24.0868,14.0854,15.2854,0.011533,0.225249,0.422942,-3.57671,0.00318192,-0.440449,0.292855,-0.0262526,-0.357511,0.481857,-3,0,-0.465784,-0.345586,0,-0.0351151,-0.0396035,-0.00470442,0.728957,-0.0375667,-0.0331135,-0.00466738,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,24.1802,14.1788,15.3788,0.0114263,0.1819,0.446171,-3.57783,0.00290196,-0.458817,0.25308,-0.0263792,-0.399503,0.447658,-3,0,-0.432725,-0.386177,0,-0.0333678,-0.0381524,-0.00406209,0.729065,-0.0370182,-0.0312552,-0.00444713,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,24.2994,14.286,15.486,0.0118919,0.141487,0.464023,-3.5787,0.00264475,-0.471568,0.214562,-0.0264442,-0.443684,0.403911,-3,0,-0.390438,-0.428885,0,-0.0309546,-0.0370973,-0.00476337,0.729134,-0.0320604,-0.0324364,-0.00426117,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,24.3959,14.3834,15.5834,0.0110533,0.0973331,0.479992,-3.57948,0.00232813,-0.481532,0.170564,-0.0264669,-0.479675,0.360433,-3,0,-0.348411,-0.463675,0,-0.0269252,-0.0359758,-0.0049463,0.729266,-0.0291689,-0.0316217,-0.00399456,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,24.4891,14.4877,15.6877,0.0112694,0.0458423,0.494113,-3.58053,0.00194672,-0.488302,0.117324,-0.0271741,-0.513523,0.310312,-3,0,-0.299961,-0.496394,0,-0.0221244,-0.0346726,-0.0044421,0.729392,-0.0261228,-0.0307519,-0.00367135,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,24.6,14.5721,15.7721,0.0263876,0.0126871,0.500439,-3.58144,0.00172266,-0.490136,0.0822782,-0.0277852,-0.537103,0.267434,-3,0,-0.258513,-0.519187,0,-0.0195506,-0.0332861,-0.00486471,0.729425,-0.0239307,-0.0308152,-0.00348537,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,24.6822,14.6807,15.8807,0.015036,-0.0459022,0.505201,-3.58398,0.00132312,-0.488605,0.0181421,-0.0288947,-0.562178,0.209657,-3,0,-0.202664,-0.543426,0,-0.0139617,-0.0326725,-0.00488723,0.729493,-0.0206264,-0.0313094,-0.00321266,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,24.7866,14.7852,15.9852,0.0115018,-0.088995,0.50314,-3.58621,0.00109734,-0.483606,-0.0309036,-0.0300443,-0.580447,0.151926,-3,0,-0.146859,-0.561085,0,-0.00997665,-0.0339773,-0.0034199,0.729456,-0.0165571,-0.0320431,-0.00297719,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,24.8818,14.8804,16.0804,0.0169322,-0.127723,0.496918,-3.58806,0.000906836,-0.476269,-0.0764897,-0.0308229,-0.591955,0.0979276,-3,0,-0.0946611,-0.572209,0,-0.00498014,-0.0331063,-0.00326546,0.729373,-0.00950913,-0.0335421,-0.00276945,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,24.9971,14.9812,16.1812,0.0143699,-0.168831,0.485411,-3.58988,0.000720733,-0.464825,-0.126289,-0.031322,-0.598674,0.0398614,-3,0,-0.0385318,-0.578705,0,-0.00298562,-0.0319401,-0.00356532,0.729362,-0.00317834,-0.0346751,-0.00257069,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,25.0923,15.0751,16.2751,0.0154937,-0.205506,0.470487,-3.59168,0.000566512,-0.451791,-0.171507,-0.0317926,-0.599824,-0.0145409,-3,0,0.0140559,-0.579816,0,0.00362395,-0.0339432,-0.00392016,0.729341,0.00364878,-0.0358125,-0.00234626,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,25.1934,15.1724,16.3724,0.0194369,-0.24759,0.447754,-3.59402,0.000365523,-0.433277,-0.22442,-0.0323215,-0.595804,-0.0708338,-3,0,0.0684711,-0.57593,0,0.0121616,-0.0375047,-0.00269449,0.729315,0.0114015,-0.0371078,-0.00206493,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,25.2996,15.2854,16.4854,0.0128018,-0.290616,0.41713,-3.59689,0.000172704,-0.409135,-0.279328,-0.0329529,-0.584539,-0.135331,-3,0,0.130817,-0.565041,0,0.0207088,-0.0382585,-0.00236267,0.729256,0.0202609,-0.0382026,-0.00169932,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,25.3928,15.3755,16.5755,0.0158281,-0.322521,0.388691,-3.59911,3.29215e-05,-0.387108,-0.320176,-0.0334419,-0.570544,-0.185688,-3,0,0.179494,-0.551513,0,0.0289884,-0.0386356,-0.00217874,0.729168,0.0264863,-0.0389757,-0.00137932,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,25.4929,15.4791,16.6791,0.0123708,-0.355275,0.353734,-3.60189,-0.000126307,-0.360268,-0.361998,-0.0337707,-0.549131,-0.241775,-3,0,0.233711,-0.530814,0,0.0375573,-0.0386964,-0.00232026,0.729134,0.0328692,-0.0392554,-0.00098941,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,25.5821,15.5807,16.7807,0.0131875,-0.390173,0.308198,-3.60514,-0.000352582,-0.325243,-0.405802,-0.034434,-0.522765,-0.294476,-3,0,0.284654,-0.505328,0,0.0451799,-0.0381171,-0.00178537,0.729081,0.0351694,-0.0405486,-0.000681348,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,25.6872,15.6858,16.8858,0.0126878,-0.418595,0.262268,-3.60809,-0.000522719,-0.288906,-0.440817,-0.034823,-0.490211,-0.345967,-3,0,0.334427,-0.473859,0,0.0485787,-0.03798,-0.0017206,0.729004,0.0398375,-0.0393915,-0.000191757,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,25.7861,15.7847,16.9847,0.01193,-0.441918,0.217495,-3.61103,-0.00070104,-0.252856,-0.467873,-0.0350245,-0.454951,-0.391177,-3,0,0.378129,-0.439776,0,0.0499058,-0.0364718,6.74068e-06,0.728974,0.0424426,-0.0379037,0.000217244,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,25.8822,15.8807,17.0807,0.0131255,-0.463536,0.166977,-3.61477,-0.000929086,-0.210908,-0.491339,-0.035012,-0.41672,-0.431676,-3,0,0.417277,-0.40282,0,0.0502522,-0.0353816,-0.000978414,0.728932,0.0447455,-0.0353966,0.000632704,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,25.9984,15.985,17.185,0.0119848,-0.478455,0.123207,-3.61807,-0.00106994,-0.173174,-0.506218,-0.0351893,-0.371176,-0.471411,-3,0,0.455687,-0.358795,0,0.0565843,-0.0303719,-0.000365973,0.728916,0.0458817,-0.0318082,0.00100099,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,26.0974,16.0837,17.2837,0.0121919,-0.490286,0.0750679,-3.62161,-0.00120547,-0.129105,-0.517016,-0.0352565,-0.324579,-0.504627,-3,0,0.487795,-0.313752,0,0.0564908,-0.0278231,-0.000562605,0.728863,0.0443433,-0.028839,0.0012449,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,26.1922,16.1784,17.3784,0.012307,-0.497444,0.0267449,-3.62528,-0.00126657,-0.0822704,-0.521945,-0.0353934,-0.277084,-0.532188,-3,0,0.514437,-0.267842,0,0.054407,-0.0223228,0.000720853,0.72877,0.0424129,-0.023943,0.00138756,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,26.2775,16.2761,17.4761,0.0205739,-0.50028,-0.017556,-3.62904,-0.00125148,-0.0380644,-0.521989,-0.0351674,-0.225659,-0.555948,-3,0,0.537404,-0.218132,0,0.0497149,-0.017811,0.00126936,0.728716,0.0404543,-0.0183693,0.00139576,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,26.3915,16.3775,17.5775,0.0124616,-0.498079,-0.0770876,-3.63474,-0.00125307,0.0231683,-0.515444,-0.0349374,-0.170166,-0.575364,-3,0,0.556172,-0.16449,0,0.0471247,-0.0146436,0.00104241,0.72863,0.0384828,-0.0131766,0.00136341,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,26.497,16.4833,17.6833,0.0122134,-0.491019,-0.122766,-3.63958,-0.00121373,0.0731252,-0.504542,-0.0348393,-0.110561,-0.589726,-3,0,0.570055,-0.106873,0,0.0429477,-0.00571101,0.0005166,0.728496,0.0365928,-0.00722657,0.00124385,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,26.5983,16.5857,17.7857,0.0111153,-0.478132,-0.169753,-3.64504,-0.0011685,0.127048,-0.487827,-0.0344816,-0.0517489,-0.597764,-3,0,0.577825,-0.0500227,0,0.0393232,9.55742e-05,0.000862292,0.728301,0.0347887,0.00118631,0.000993945,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,26.6969,16.6845,17.8845,0.0109177,-0.461372,-0.210987,-3.64985,-0.00105798,0.175836,-0.468427,-0.0337346,0.00550547,-0.599975,-3,0,0.579962,0.00532183,0,0.0342455,0.0076203,0.00149928,0.728146,0.0330062,0.00870899,0.00068777,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,26.8073,16.7852,17.9852,0.0206089,-0.435977,-0.257045,-3.65488,-0.000916105,0.231266,-0.442458,-0.0321094,0.0637671,-0.596602,-3,0,0.576702,0.0616401,0,0.0339027,0.016012,0.00202518,0.728063,0.0321158,0.014293,0.000371795,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,26.8957,16.8817,18.0817,0.0124296,-0.412125,-0.291574,-3.65849,-0.000816189,0.272722,-0.419855,-0.0304694,0.119084,-0.588064,-3,0,0.568448,0.115112,0,0.0319575,0.0221686,0.000770403,0.72807,0.0322901,0.0180809,9.37108e-05,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,26.9965,16.9834,18.1834,0.0116428,-0.382464,-0.327085,-3.66191,-0.000692142,0.314976,-0.39275,-0.0284817,0.17623,-0.573535,-3,0,0.554405,0.170352,0,0.0309314,0.0261705,0.00180569,0.728103,0.0330769,0.0230831,-0.000286212,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,27.0921,17.0791,18.2791,0.0114368,-0.34903,-0.360212,-3.66523,-0.000546354,0.354443,-0.363509,-0.0269137,0.228482,-0.554794,-3,0,0.536288,0.220861,0,0.0302073,0.031517,0.00110306,0.72815,0.0340524,0.0278964,-0.000693425,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,27.1854,17.184,18.384,0.0113648,-0.315506,-0.388632,-3.66822,-0.000418343,0.387626,-0.334918,-0.0254905,0.283453,-0.528823,-3,0,0.511184,0.273999,0,0.0299288,0.035751,0.000641833,0.728182,0.0347633,0.0342129,-0.00124834,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,27.3011,17.2887,18.4887,0.0109673,-0.265766,-0.423702,-3.67208,-0.000227137,0.427575,-0.292976,-0.0238761,0.335424,-0.497485,-3,0,0.480891,0.324235,0,0.0315358,0.0429058,-0.000147588,0.728274,0.0354484,0.0381868,-0.00173109,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,27.3929,17.3799,18.5799,0.011453,-0.222794,-0.448719,-3.6752,-0.000123639,0.455045,-0.257148,-0.0228958,0.37794,-0.466006,-3,0,0.450462,0.365333,0,0.031108,0.0459358,0.000372011,0.728338,0.0368585,0.0392768,-0.00200959,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,27.4866,17.4851,18.6851,0.0113409,-0.185035,-0.467138,-3.67775,-3.97661e-05,0.47476,-0.225672,-0.0221205,0.423291,-0.425235,-3,0,0.411051,0.409171,0,0.0323038,0.04576,-0.000843186,0.72838,0.0364069,0.0425881,-0.00242275,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,27.5802,17.5787,18.7787,0.0143289,-0.125735,-0.489927,-3.68092,5.5775e-05,0.498588,-0.174966,-0.0210978,0.459988,-0.385241,-3,0,0.372391,0.444645,0,0.0321408,0.0468272,-0.000720388,0.728447,0.0348108,0.0451838,-0.00273743,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,27.6998,17.6871,18.8871,0.0111583,-0.0848422,-0.501671,-3.68274,0.0001223,0.510409,-0.139404,-0.0207456,0.497756,-0.33502,-3,0,0.323845,0.481153,0,0.0298232,0.0524913,-0.00238189,0.728543,0.0324492,0.0473101,-0.00303175,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,27.7923,17.7795,18.9795,0.0113482,-0.0349099,-0.511643,-3.68471,0.000222396,0.520272,-0.0940334,-0.0202666,0.525634,-0.289325,-3,0,0.279674,0.508101,0,0.028009,0.0517986,-0.00248413,0.728627,0.0283469,0.0489471,-0.00323234,0,0,0,0
SIM,nr,CIRCLE_HORIZONTAL,DblSpd,Not Short,NoSpin,1.2,27.8853,17.8839,19.0839,0.0182635,0.0197181,-0.517691,-3.68671,0.000383094,0.52498,-0.0427944,-0.0199674,0.55211,-0.234893,-3,0,0.227058,0.533694,0,0.0215221,0.0531748,-0.00183197,0.728749,0.0229983,0.0498986,-0.00339637,0,0,0,0
